id,villeLowerCase,zipCode,long,lat
25943,burosse mendousse,64330,-0.216667,43.5167
25944,autevielle saint martin bideren,64390,-0.966667,43.3833
25945,vialer,64330,-0.166667,43.5
25946,arroses,64350,-0.116667,43.55
25947,maucor,64160,-0.283333,43.35
25948,artigueloutan,64420,-0.25,43.2667
25949,viellenave de navarrenx,64190,-0.783333,43.35
25950,bellocq,64270,-0.916667,43.5167
25951,osserain rivareyte,64390,-0.95,43.3833
25952,ainharp,64130,-0.933333,43.2667
25953,arberats sillegue,64120,-0.983333,43.35
25954,laa mondrans,64300,-0.766667,43.45
25955,mascaraas haron,64330,-0.216667,43.55
25956,mialos,64410,-0.4,43.5
25957,ouillon,64160,-0.233333,43.3167
25958,salles mongiscard,64300,-0.833333,43.5
25959,prechacq navarrenx,64190,-0.716667,43.2833
25960,peyrelongue abos,64350,-0.1,43.4167
25961,sauguis saint etienne,64470,-0.883333,43.15
25962,itxassou,64250,-1.4,43.3167
25963,alcay alcabehety sunharette,64470,-0.908889,43.095
25964,verdets,64400,-0.65,43.2333
25965,cheraute,64130,-0.85,43.2333
25966,bonloc,64240,-1.26667,43.3667
25967,idaux mendy,64130,-0.916667,43.1833
25968,riupeyrous,64160,-0.233333,43.4
25969,ascarat,64220,-1.25,43.1667
25970,mourenx,64150,-0.6,43.3833
25971,larreule,64410,-0.466667,43.4833
25972,bastanes,64190,-0.766667,43.35
25973,casteide candau,64370,-0.566667,43.5167
25974,castera loubix,64460,-0.033333,43.4
25975,doazon,64370,-0.55,43.45
25976,serres sainte marie,64170,-0.55,43.4167
25977,ahetze,64210,-1.56667,43.4
25978,meritein,64190,-0.766667,43.3333
25979,poey de lescar,64230,-0.466667,43.35
25980,ger,64530,-0.05,43.25
25981,sare,64310,-1.58333,43.3167
25982,hendaye,64700,-1.775,43.3583
25983,aincille,64220,-1.2,43.15
25984,lasseube,64290,-0.483333,43.2333
25985,lucgarier,64420,-0.183333,43.2333
25986,eaux bonnes,64440,-0.391667,42.975
25987,soumoulou,64420,-0.183333,43.2667
25988,tadousse ussau,64330,-0.183333,43.55
25989,ostabat asme,64120,-1.06667,43.25
25990,castillon (canton de lembeye),64350,-0.128056,43.4803
25991,caro,64220,-1.21667,43.15
25992,malaussanne,64410,-0.466667,43.5667
25993,larrau,64560,-0.95,43.0167
25994,lacarry arhan charritte de haut,64470,-0.924444,43.085
25995,accous,64490,-0.6,42.9833
25996,agnos,64400,-0.616667,43.1667
25997,diusse,64330,-0.166667,43.5667
25998,sarrance,64490,-0.6,43.05
25999,labastide monrejeau,64170,-0.516667,43.4
26000,semeacq blachon,64350,-0.116667,43.5
26001,rontignon,64110,-0.333333,43.2667
26002,crouseilles,64350,-0.083333,43.5167
26003,aren,64400,-0.683333,43.2667
26004,lannecaube,64350,-0.216667,43.4833
26005,bielle,64260,-0.433333,43.05
26006,mazerolles,64230,-0.466667,43.45
26007,aubin,64230,-0.416667,43.4333
26008,domezain berraute,64120,-0.966667,43.3333
26009,saint etienne de baigorry,64430,-1.35,43.1667
26010,gerderest,64160,-0.183333,43.4167
26011,labets biscay,64120,-1.05,43.3833
26012,sevignacq meyracq,64260,-0.416667,43.1167
26013,feas,64570,-0.683333,43.1667
26014,musculdy,64130,-0.95,43.2
26015,bouillon,64410,-0.5,43.5
26016,garlin,64330,-0.25,43.5667
26017,espes undurein,64130,-0.883333,43.2667
26018,loncon,64410,-0.416667,43.4667
26019,lalonquette,64450,-0.316667,43.4833
26020,mouguerre,64990,-1.41667,43.4667
26021,taron sadirac viellenave,64330,-0.25,43.5167
26022,coublucq,64410,-0.366667,43.5333
26023,menditte,64130,-0.9,43.1667
26024,puyoo,64270,-0.916667,43.5333
26025,abidos,64150,-0.616667,43.4
26026,arget,64410,-0.533333,43.55
26027,lescar,64230,-0.416667,43.3333
26028,bassussarry,64200,-1.5,43.45
26029,pardies,64150,-0.583333,43.3667
26030,charre,64190,-0.866667,43.3167
26031,andrein,64390,-0.9,43.3833
26032,saint martin d arberoue,64640,-1.2,43.35
26033,maspie lalonquere juillacq,64350,-0.148611,43.4228
26034,coarraze,64800,-0.233333,43.1667
26035,ribarrouy,64330,-0.266667,43.5333
26036,lacommande,64360,-0.5,43.2833
26037,momy,64350,-0.116667,43.4
26038,lasserre,64350,-0.0833333,43.5145
26039,caubios loos,64230,-0.4,43.4167
26040,betracq,64350,-0.05,43.5167
26041,lanneplaa,64300,-0.816667,43.45
26042,lespielle,64350,-0.144444,43.4734
26043,aussevielle,64230,-0.483333,43.35
26044,pau,64000,-0.366667,43.3
26045,sedzere,64160,-0.166667,43.35
26046,arzacq arraziguet,64410,-0.416667,43.5333
26047,lohitzun oyhercq,64120,-0.966667,43.2833
26048,viven,64450,-0.366667,43.4667
26049,lee,64320,-0.283333,43.2833
26050,irouleguy,64220,-1.3,43.1833
26051,prechacq josbaig,64190,-0.716667,43.2667
26052,oloron sainte marie,64400,-0.6,43.2
26053,armendarits,64640,-1.16667,43.3
26054,luxe sumberraute,64120,-1.08333,43.35
26055,rebenacq,64260,-0.383333,43.1667
26056,lamayou,64460,-0.033333,43.3833
26057,poey d oloron,64400,-0.666667,43.25
26058,mont,64300,-0.65,43.4333
26059,baliracq maumusson,64330,-0.25,43.55
26060,ousse,64320,-0.266667,43.2833
26061,lacarre,64220,-1.16667,43.1833
26062,labatmale,64530,-0.15,43.1833
26063,biron,64300,-0.733333,43.4667
26064,orriule,64390,-0.866667,43.4
26065,bournos,64450,-0.383333,43.4333
26066,pagolle,64120,-0.983333,43.2333
26067,serres castet,64121,-0.35,43.3833
26068,mendionde,64240,-1.3,43.35
26069,hagetaubin,64370,-0.616667,43.5167
26070,osse en aspe,64490,-0.616667,43
26071,guiche,64520,-1.2,43.5167
26072,bernadets,64160,-0.283333,43.3833
26073,auga,64450,-0.366667,43.4833
26074,guinarthe parenties,64390,-0.95,43.3833
26075,saint armou,64160,-0.3,43.4167
26076,gabaston,64160,-0.2,43.3667
26077,casteide cami,64170,-0.516667,43.4167
26078,asasp arros,64660,-0.613889,43.1223
26079,loubieng,64300,-0.75,43.4333
26080,barzun,64530,-0.133333,43.2167
26081,mendive,64220,-1.13333,43.1333
26082,ainhoa,64250,-1.5,43.3
26083,saubole,64420,-0.116667,43.3167
26084,bidos,64400,-0.605833,43.1784
26085,hasparren,64240,-1.3,43.3833
26086,gurs,64190,-0.75,43.2833
26087,audaux,64190,-0.783333,43.3667
26088,gere belesten,64260,-0.433333,43.0167
26089,orsanco,64120,-1.06667,43.3
26090,lons,64140,-0.4,43.3167
26091,gelos,64110,-0.366667,43.2833
26092,garris,64120,-1.05,43.35
26093,lantabat,64640,-1.11667,43.25
26094,espoey,64420,-0.166667,43.25
26095,saint just ibarre,64120,-1.05,43.2
26096,bussunarits sarrasquette,64220,-1.16667,43.1667
26097,licq atherey,64560,-0.866667,43.0667
26098,bordes,64510,-0.283333,43.2333
26099,sauvelade,64150,-0.7,43.4
26100,saint abit,64800,-0.3,43.2
26101,arrien,64420,-0.15,43.3167
26102,meillon,64510,-0.316667,43.2667
26103,beost,64440,-0.416667,43
26104,mont disse,64330,-0.15,43.5667
26105,aydius,64490,-0.533333,43
26106,louvie soubiron,64440,-0.433333,43
26107,laruns,64440,-0.416667,42.9833
26108,bilheres,64260,-0.45,43.0667
26109,siros,64230,-0.483333,43.35
26110,castetis,64300,-0.716667,43.4667
26111,bourdettes,64800,-0.266667,43.2
26112,aydie,64330,-0.1,43.5667
26113,nabas,64190,-0.866667,43.3333
26114,arricau bordes,64350,-0.133333,43.5
26115,bunus,64120,-1.06667,43.2167
26116,saint jean poudge,64330,-0.183333,43.5333
26117,cambo les bains,64250,-1.4,43.3667
26118,ogeu les bains,64680,-0.5,43.15
26119,arhansus,64120,-1.03333,43.25
26120,lourenties,64420,-0.166667,43.2833
26121,escos,64270,-1,43.45
26122,jatxou,64480,-1.43333,43.3833
26123,montaner,64460,-0.00861111,43.35
26124,navarrenx,64190,-0.75,43.3333
26125,etsaut,64490,-0.575,42.9083
26126,piets plasence moustrou,64410,-0.5,43.5167
26127,saint palais,64120,-1.03333,43.3333
26128,balansun,64300,-0.7,43.4833
26129,louvie juzon,64260,-0.416667,43.1
26130,jasses,64190,-0.75,43.3167
26131,cabidos,64410,-0.466667,43.55
26132,ogenne camptort,64190,-0.7,43.3167
26133,arros de nay,64800,-0.286667,43.1995
26134,boeil bezing,64510,-0.266667,43.2167
26135,bougarber,64230,-0.466667,43.4
26136,moncayolle larrory mendibieu,64130,-0.848056,43.2659
26137,arthez d asson,64800,-0.25,43.0833
26138,pomps,64370,-0.533333,43.5
26139,athos aspis,64390,-0.966667,43.4
26140,assat,64510,-0.3,43.25
26141,escures,64350,-0.116667,43.4667
26142,arnos,64370,-0.533333,43.45
26143,abere,64160,-0.166667,43.3833
26144,lagor,64150,-0.65,43.3833
26145,bayonne,64100,-1.48333,43.4833
26146,lichans sunhar,64470,-0.866667,43.1
26147,castillon (canton d arthez de bearn),64370,-0.576111,43.4653
26148,anoye,64350,-0.133333,43.4
26149,orion,64390,-0.866667,43.4167
26150,mouhous,64330,-0.25,43.4833
26151,baleix,64460,-0.133333,43.3833
26152,biarritz,64200,-1.56667,43.4833
26153,bugnein,64190,-0.783333,43.35
26154,uzos,64110,-0.333333,43.2667
26155,dognen,64190,-0.733333,43.2833
26156,esquiule,64400,-0.716667,43.2
26157,saint goin,64400,-0.7,43.25
26158,bescat,64260,-0.416667,43.1333
26159,mirepeix,64800,-0.25,43.1833
26160,haut de bosdarros,64800,-0.316667,43.1833
26161,precilhon,64400,-0.583333,43.2
26162,lucq de bearn,64360,-0.666667,43.3
26163,bustince iriberry,64220,-1.18333,43.1833
26164,oregue,64120,-1.13333,43.4
26165,livron,64530,-0.133333,43.2333
26166,labatut,64460,-0.016667,43.425
26167,buzy,64260,-0.45,43.1333
26168,lestelle betharram,64800,-0.216667,43.1333
26169,ance,64570,-0.7,43.15
26170,laguinge restoue,64470,-0.85,43.1
26171,cette eygun,64490,-0.591667,42.9333
26172,espiute,64390,-0.916667,43.3667
26173,lussagnet lusson,64160,-0.2,43.4333
26174,lourdios ichere,64570,-0.666667,43.05
26175,auriac,64450,-0.3,43.45
26176,corbere aberes,64350,-0.0883333,43.4728
26177,abitain,64390,-0.983333,43.4167
26178,asson,64800,-0.25,43.15
26179,izeste,64260,-0.425833,43.092
26180,limendous,64420,-0.183333,43.2833
26181,cadillon,64330,-0.15,43.5333
26182,arbus,64230,-0.5,43.3333
26183,os marsillon,64150,-0.616667,43.3833
26184,geronce,64400,-0.683333,43.2333
26185,helette,64640,-1.23333,43.3
26186,susmiou,64190,-0.766667,43.3167
26187,ayherre,64240,-1.25,43.3833
26188,pouliacq,64410,-0.35,43.5333
26189,cescau,64170,-0.5,43.4167
26190,moncla,64330,-0.233333,43.5833
26191,bidarray,64780,-1.35,43.2667
26192,arette,64570,-0.716667,43.1
26193,cosledaa lube boast,64160,-0.233333,43.4667
26194,morlaas,64160,-0.266667,43.35
26195,amorots succos,64120,-1.1,43.3667
26196,pontacq,64530,-0.116667,43.1833
26197,angais,64510,-0.25,43.2333
26198,ispoure,64220,-1.23333,43.1667
26199,sevignacq,64160,-0.262778,43.4417
26200,urepel,64430,-1.41667,43.0667
26201,rivehaute,64190,-0.883333,43.35
26202,benejacq,64800,-0.216667,43.2
26203,lacadee,64300,-0.65,43.5333
26204,carresse cassaber,64270,-0.995278,43.4781
26205,lurbe saint christau,64660,-0.616667,43.1167
26206,tardets sorholus,64470,-0.85,43.1167
26207,labastide cezeracq,64170,-0.533333,43.3833
26208,estialescq,64290,-0.55,43.2167
26209,bedeille,64460,-0.1,43.35
26210,bruges capbis mifaget,64800,-0.303056,43.1273
26211,monassut audiracq,64160,-0.2,43.4167
26212,conchez de bearn,64330,-0.166667,43.55
26213,auterrive,64270,-1,43.4667
26214,montagut,64410,-0.5,43.5667
26215,sainte engrace,64560,-0.816667,43
26216,eslourenties daban,64420,-0.133333,43.3
26217,claracq,64330,-0.3,43.5
26218,arneguy,64220,-1.28333,43.1167
26219,iholdy,64640,-1.16667,43.2833
26220,bergouey viellenave,64270,0.943334,43.4228
26221,lasseubetat,64290,-0.45,43.1667
26222,geus d arzacq,64370,-0.516667,43.4833
26223,bassillon vauze,64350,-0.0752778,43.4564
26224,mesplede,64370,-0.65,43.4833
26225,montardon,64121,-0.35,43.3667
26226,cardesse,64360,-0.583333,43.2667
26227,laroin,64110,-0.433333,43.3
26228,castagnede,64270,-0.983333,43.45
26229,charritte de bas,64130,-0.883333,43.3
26230,sarpourenx,64300,-0.7,43.45
26231,monsegur,64460,-0.01679,43.4318
26232,saint jammes,64160,-0.25,43.35
26233,isturits,64240,-1.2,43.3667
26234,ossas suhare,64470,-0.883333,43.1333
26235,arrast larrebieu,64130,-0.85,43.3
26236,montfort,64190,-0.85,43.3667
26237,ponson dessus,64460,-0.05,43.3167
26238,urrugne,64122,-1.7,43.3583
26239,viodos abense de bas,64130,-0.883333,43.25
26240,salies de bearn,64270,-0.916667,43.4833
26241,vignes,64410,-0.416667,43.5167
26242,hosta,64120,-1.08333,43.15
26243,gomer,64420,-0.183333,43.25
26244,meracq,64410,-0.383333,43.5167
26245,leme,64450,-0.366667,43.5
26246,igon,64800,-0.233333,43.1667
26247,mazeres lezons,64110,-0.35,43.2667
26248,guethary,64210,-1.6,43.4167
26249,ordiarp,64130,-0.933333,43.1833
26250,lasclaveries,64450,-0.283333,43.4333
26251,jurancon,64110,-0.383333,43.3
26252,sauveterre de bearn,64390,-0.939722,43.3995
26253,poursiugues boucoue,64410,-0.366667,43.55
26254,buros,64160,-0.3,43.35
26255,leren,64270,-1.03333,43.5
26256,boumourt,64370,-0.516667,43.4333
26257,saint martin d arrossa,64780,-1.31667,43.2333
26258,astis,64450,-0.333333,43.4333
26259,narp,64190,-0.833333,43.3667
26260,lahontan,64270,-0.966667,43.5333
26261,villefranque,64990,-1.45,43.4333
26262,louhossoa,64250,-1.35,43.3167
26263,escoubes,64160,-0.233333,43.4167
26264,aast,64460,-0.083333,43.2833
26265,bardos,64520,-1.2,43.4833
26266,lecumberry,64220,-1.13333,43.1333
26267,saint pe de leren,64270,-1.03333,43.4833
26268,navailles angos,64450,-0.333333,43.4167
26269,urost,64160,-0.15,43.3333
26270,baigts de bearn,64300,-0.833333,43.5167
26271,orin,64400,-0.666667,43.2333
26272,bidart,64210,-1.58333,43.4333
26273,denguin,64230,-0.5,43.3667
26274,ciboure,64500,-1.66667,43.3833
26275,anos,64160,-0.283333,43.4
26276,sedze maubecq,64160,-0.116667,43.35
26277,arbonne,64210,-1.55,43.4333
26278,aramits,64570,-0.716667,43.1167
26279,ledeuix,64400,-0.616667,43.2167
26280,haux,64470,-0.85,43.0833
26281,lalongue,64350,-0.183333,43.4833
26282,etchebar,64470,-0.883333,43.0833
26283,amendeuix oneix,64120,-1.03333,43.35
26284,berrogain laruns,64130,-0.85,43.25
26285,theze,64450,-0.35,43.4833
26286,mauleon licharre,64130,-0.883333,43.2333
26287,gotein libarrenx,64130,-0.9,43.2
26288,ahaxe alciette bascassan,64220,-1.16667,43.15
26289,osses,64780,-1.28333,43.2333
26290,ainhice mongelos,64220,-1.15,43.2
26291,lucarre,64350,-0.083333,43.4
26292,lagos,64800,-0.216667,43.2167
26293,saint michel,64220,-1.21667,43.1333
26294,saint castin,64160,-0.3,43.3833
26295,idron,64320,-0.311667,43.2889
26296,saint vincent,64800,-0.15,43.1583
26297,uzein,64230,-0.433333,43.4
26298,luc armau,64350,-0.0666667,43.4212
26299,saint jean le vieux,64220,-1.18333,43.1667
26300,gayon,64350,-0.166667,43.4833
26301,sendets,64320,-0.260556,43.2967
26302,aussurucq,64130,-0.933333,43.15
26303,aicirits camou suhast,64120,0.976112,43.3367
26304,monpezat,64350,-0.066667,43.5
26305,gurmencon,64400,-0.6,43.15
26306,esterencuby,64220,-1.18333,43.1
26307,gestas,64190,-0.883333,43.35
26308,samsons lion,64350,-0.116667,43.4333
26309,camou cihigue,64470,-0.9,43.1167
26310,doumy,64450,-0.366667,43.45
26311,aressy,64320,-0.316667,43.2833
26312,beuste,64800,-0.233333,43.2167
26313,banca,64430,-1.36667,43.1167
26314,espelette,64250,-1.45,43.3333
26315,meharin,64120,-1.15,43.3333
26316,ibarrolle,64120,-1.08333,43.2
26317,trois villes,64470,-0.866667,43.1333
26318,issor,64570,-0.666667,43.1
26319,lasse,64220,-1.26667,43.15
26320,serres morlaas,64160,-0.25,43.3333
26321,nay,64800,-0.262222,43.18
26322,castetbon,64190,-0.783333,43.3833
26323,escou,64870,-0.533333,43.1833
26324,behasque lapiste,64120,-1,43.3333
26325,alos sibas abense,64470,-0.876111,43.1192
26326,lys,64260,-0.35,43.1333
26327,montory,64470,-0.816667,43.1
26328,lombia,64160,-0.133333,43.3333
26329,barcus,64130,-0.766667,43.1833
26330,larceveau arros cibits,64120,-1.08333,43.2333
26331,lescun,64490,-0.591667,42.9333
26332,anglet,64600,-1.53333,43.4833
26333,lay lamidou,64190,-0.716667,43.2833
26334,tabaille usquain,64190,-0.9,43.3667
26335,beguios,64120,-1.08333,43.35
26336,arudy,64260,-0.433333,43.1167
26337,sainte colome,64260,-0.4,43.1
26338,buziet,64680,-0.466667,43.1333
26339,saint laurent bretagne,64160,-0.2,43.3833
26340,bizanos,64320,-0.35,43.2833
26341,andoins,64420,-0.233333,43.3
26342,escout,64870,-0.55,43.1833
26343,lees athas,64490,-0.616667,42.975
26344,herrere,64680,-0.533333,43.1667
26345,pontiacq viellepinte,64460,-0.05,43.3667
26346,uhart mixe,64120,-1.01667,43.2833
26347,oraas,64390,-0.983333,43.4333
26348,gan,64290,-0.383333,43.2333
26349,boueilh boueilho lasque,64330,-0.316667,43.55
26350,irissarry,64780,-1.23333,43.2667
26351,saint pee sur nivelle,64310,-1.55,43.35
26352,briscous,64240,-1.33333,43.4667
26353,fichous riumayou,64410,-0.45,43.4833
26354,viellesegure,64150,-0.683333,43.35
26355,borce,64490,-0.575,42.9083
26356,casteide doat,64460,-0.016667,43.3833
26357,ustaritz,64480,-1.45,43.4
26358,besingrand,64150,-0.566667,43.3667
26359,ascain,64310,-1.61667,43.35
26360,artix,64170,-0.55,43.4
26361,larressore,64480,-1.43333,43.3667
26362,maslacq,64300,-0.7,43.4333
26363,angous,64190,-0.816667,43.3
26364,parbayse,64360,-0.55,43.3333
26365,macaye,64240,-1.31667,43.3333
26366,lahonce,64990,-1.38333,43.4833
26367,moumour,64400,-0.666667,43.2167
26368,araujuzon,64190,-0.816667,43.3667
26369,montaut,64800,-0.200278,43.13
26370,seby,64410,-0.4,43.4833
26371,berenx,64300,-0.85,43.5
26372,arraute charritte,64120,-1.1,43.4
26373,portet,64330,-0.183333,43.5667
26374,saint pierre d irube,64990,-1.46667,43.4833
26375,bonnut,64300,-0.766667,43.55
26376,larribar sorhapuru,64120,-1.01667,43.3
26377,labeyrie,64300,-0.616667,43.5333
26378,estos,64400,-0.616667,43.2167
26379,orthez,64300,-0.766667,43.4833
26380,suhescun,64780,-1.2,43.2333
26381,garlede mondebat,64450,-0.333333,43.5
26382,hours,64420,-0.166667,43.2333
26383,l hopital d orion,64270,-0.85,43.4333
26384,borderes,64800,-0.216667,43.2
26385,castetpugon,64330,-0.233333,43.5667
26386,araux,64190,-0.8,43.35
26387,nogueres,64150,-0.6,43.3667
26388,sus,64190,-0.766667,43.3
26389,miossens lanusse,64450,-0.3,43.4667
26390,burgaronne,64390,-0.9,43.4167
26391,halsou,64480,-1.41667,43.3667
26392,geus d oloron,64400,-0.7,43.25
26393,saint esteben,64640,-1.21667,43.3333
26394,urdes,64370,-0.583333,43.45
26395,lembeye,64350,-0.1,43.45
26396,argelos,64450,-0.35,43.45
26397,saint jean de luz,64500,-1.66667,43.3833
26398,narcastet,64510,-0.316667,43.25
26399,ponson debat pouts,64460,-0.033333,43.3333
26400,roquiague,64130,-0.833333,43.2
26401,higueres souye,64160,-0.266667,43.3833
26402,l hopital saint blaise,64130,-0.766667,43.25
26403,billere,64140,-0.4,43.3
26404,aroue ithorots olhaiby,64120,-0.9175,43.3181
26405,simacourbe,64350,-0.166667,43.45
26406,nousty,64420,-0.216667,43.2667
26407,bentayou seree,64460,-0.066667,43.4
26408,bedous,64490,-0.6,43
26409,garos,64410,-0.466667,43.5
26410,garindein,64130,-0.9,43.2167
26411,momas,64230,-0.433333,43.45
26412,monein,64360,-0.583333,43.3333
26413,laas,64390,-0.85,43.3833
26414,behorleguy,64220,-1.11667,43.1333
26415,barinque,64160,-0.266667,43.4
26416,biriatou,64700,-1.74167,43.3333
26417,urt,64240,-1.28333,43.5
26418,gabat,64120,-1.03333,43.3667
26419,barraute camu,64390,-0.9,43.3833
26420,abos,64360,-0.566667,43.35
26421,bosdarros,64290,-0.366667,43.2167
26422,saucede,64400,-0.683333,43.2667
26423,saint medard,64370,-0.583333,43.5333
26424,saint dos,64270,-1.01667,43.4667
26425,castetner,64300,-0.75,43.45
26426,viellenave d arthez,64170,-0.483333,43.4167
26427,moncaup,64350,-0.066667,43.4833
26428,louvigny,64410,-0.45,43.5
26429,castet,64260,-0.416667,43.0667
26430,ramous,64270,-0.9,43.5167
26431,maure,64460,-0.066667,43.3833
26432,etcharry,64120,-0.933333,43.3333
26433,souraide,64250,-1.46667,43.35
26434,ossenx,64190,-0.816667,43.3667
26435,anhaux,64220,-1.28333,43.1667
26436,beyrie sur joyeuse,64120,0.919168,43.3125
26437,saint jean pied de port,64220,-1.23333,43.1667
26438,uzan,64370,-0.5,43.4833
26439,arbouet sussaute,64120,-1,43.3667
26440,urdos,64490,-0.558333,42.875
26441,lichos,64130,-0.866667,43.3
26442,gamarthe,64220,-1.13333,43.2
26443,sames,64520,-1.15,43.5167
26444,lahourcade,64150,-0.616667,43.35
26445,arancou,64270,-1.05,43.4333
26446,saint faust,64110,-0.45,43.2667
26447,baliros,64510,-0.3,43.2333
26448,baudreix,64800,-0.25,43.2
26449,ibos,65420,0.00166667,43.2333
26450,thermes magnoac,65230,0.583333,43.3
26451,lagrange,65300,0.35,43.1333
26452,artiguemy,65130,0.25,43.1333
26453,gerde,65200,0.166667,43.05
26454,montastruc,65330,0.343333,43.2181
26455,collongues,65350,0.166667,43.2833
26456,marsac,65500,0.0872222,43.3284
26457,sarniguet,65390,0.083333,43.3167
