id,villeLowerCase,zipCode,long,lat
18544,saint loup,50300,-1.3,48.6667
18545,golleville,50390,-1.51667,49.4333
18546,eculleville,50440,-1.81667,49.6833
18547,jullouville,50610,0.434168,48.7748
18548,lingreville,50660,-1.53333,48.95
18549,montjoie saint martin,50240,-1.3,48.5333
18550,savigny,50210,-1.33333,49.05
18551,bellefontaine,50520,-0.966667,48.6833
18552,conde sur vire,50890,-1.03333,49.05
18553,lapenty,50600,-1,48.5833
18554,flamanville,50340,-1.86667,49.5333
18555,angoville sur ay,50430,-1.55,49.25
18556,saint ebremond de bonfosse,50750,-1.15,49.0667
18557,saint senier de beuvron,50240,-1.31667,48.5833
18558,les cresnays,50370,-1.13333,48.7167
18559,saint jean le thomas,50530,-1.51667,48.7333
18560,brecey,50670,-1.16667,48.7333
18561,saint malo de la lande,50200,-1.53333,49.0667
18562,le mesnil herman,50750,-1.15,49.0333
18563,saint louet sur vire,50420,-0.983333,48.9833
18564,buais,50640,-0.966667,48.5167
18565,emondeville,50310,-1.33333,49.4667
18566,surtainville,50270,-1.81667,49.4667
18567,granville,50400,-1.6,48.8333
18568,coutances,50200,-1.43333,49.05
18569,rauville la bigot,50260,-1.68333,49.5167
18570,saint samson de bonfosse,50750,-1.13333,49.05
18571,le valdecie,50260,-1.65,49.4167
18572,le mesnil garnier,50450,-1.3,48.8667
18573,donville les bains,50350,-1.56667,48.85
18574,cerisy la foret,50680,-0.933333,49.2
18575,baudre,50000,-1.06667,49.0833
18576,saint andre de bohon,50500,-1.25,49.2333
18577,saint germain de tournebut,50700,-1.38333,49.5333
18578,le mesnil veneron,50620,-1.16667,49.2333
18579,saint marcouf,50310,0.709168,49.4731
18580,la bonneville,50360,-1.45,49.4
18581,nehou,50390,-1.53333,49.4167
18582,le grand celland,50370,-1.18333,48.6833
18583,saint germain sur seves,50190,-1.36667,49.2167
18584,percy,50410,-1.18333,48.9167
18585,sortosville en beaumont,50270,-1.71667,49.4333
18586,saint georges de livoye,50370,-1.21667,48.7333
18587,sebeville,50480,-1.28333,49.3833
18588,le fresne poret,50850,-0.833333,48.7
18589,saint georges de la riviere,50270,0.270834,49.3642
18590,saint pierre eglise,50840,-1.4,49.6667
18591,carentan,50500,-1.23333,49.3
18592,aumeville lestre,50630,-1.31667,49.5333
18593,sainte suzanne sur vire,50750,-1.06667,49.0667
18594,bretteville,50110,0.479445,49.6562
18595,marchesieux,50190,-1.28333,49.1833
18596,saint ovin,50300,0.738612,48.6814
18597,chasseguey,50520,-1.08333,48.65
18598,biville,50440,-1.81667,49.6167
18599,le mesnil eury,50570,-1.23333,49.15
18600,magneville,50260,-1.55,49.45
18601,boisroger,50200,-1.55,49.0833
18602,saint martin le greard,50690,-1.65,49.55
18603,digosville,50110,-1.53333,49.6333
18604,lestre,50310,-1.33333,49.5167
18605,anneville sur mer,50560,-1.58333,49.1167
18606,teurtheville hague,50690,-1.73333,49.5833
18607,saint jean des champs,50320,-1.46667,48.8333
18608,la haye bellefond,50410,0.815834,48.9837
18609,treauville,50340,-1.81667,49.5167
18610,les moitiers en bauptois,50360,-1.43333,49.3667
18611,gouberville,50330,-1.31667,49.6833
18612,ravenoville,50480,-1.26667,49.4667
18613,heugueville sur sienne,50200,-1.51667,49.0333
18614,crosville sur douve,50360,-1.48333,49.3833
18615,flottemanville,50700,-1.45,49.4833
18616,carolles,50740,-1.55,48.75
18617,lozon,50570,-1.26667,49.1333
18618,angey,50530,-1.5,48.75
18619,equilly,50320,-1.38333,48.8333
18620,tanis,50170,-1.45,48.5833
18621,le mesnil tove,50520,-1.01667,48.7
18622,catteville,50390,-1.56667,49.35
18623,le mesnil raoult,50420,-1.06667,49.0333
18624,la lande d airou,50800,-1.28333,48.8167
18625,ger,50850,-0.8,48.6833
18626,branville hague,50440,-1.78333,49.65
18627,saint georges d elle,50680,-0.966667,49.15
18628,subligny,50870,-1.36667,48.75
18629,muneville le bingard,50490,-1.48333,49.1333
18630,saint pellerin,50500,-1.18333,49.3
18631,saint clement rancoudray,50140,-0.886667,48.6745
18632,reigneville bocage,50390,-1.46667,49.4
18633,sainte marie du mont,50480,-1.21667,49.3833
18634,marcilly,50220,0.748057,48.6481
18635,saint nicolas des bois,50370,0.806112,48.7559
18636,brehal,50290,-1.51667,48.9
18637,vasteville,50440,-1.76667,49.6
18638,saint jean de daye,50880,-1.13333,49.2333
18639,le mesnil gilbert,50670,-1.06667,48.7167
18640,notre dame de livoye,50370,-1.2,48.75
18641,cuves,50670,-1.11667,48.7167
18642,montreuil sur lozon,50570,-1.23333,49.1333
18643,vaudreville,50310,-1.36667,49.5167
18644,raids,50500,-1.35,49.2167
18645,heauville,50340,-1.8,49.5833
18646,le petit celland,50370,-1.21667,48.7
18647,quettehou,50630,-1.3,49.6
18648,crasville,50630,-1.33333,49.55
18649,montaigu la brisette,50700,0.580279,49.565
18650,bretteville sur ay,50430,-1.63333,49.2667
18651,l etang bertrand,50260,-1.55833,49.4667
18652,le vast,50630,-1.35,49.6167
18653,foucarville,50480,-1.25,49.45
18654,pretot sainte suzanne,50250,-1.41667,49.3167
18655,saint lo d ourville,50580,-1.66667,49.3333
18656,notre dame du touchet,50140,-0.95,48.5833
18657,hyenville,50660,-1.46667,49
18658,la chaise baudouin,50370,-1.23333,48.7667
18659,vaudrimesnil,50490,-1.41667,49.15
18660,saint barthelemy,50140,-0.95,48.6833
18661,cametours,50570,-1.28333,49.0667
18662,muneville sur mer,50290,-1.48333,48.9333
18663,morsalines,50630,-1.3,49.5667
18664,saint symphorien le valois,50250,-1.55,49.3
18665,husson,50640,-0.883333,48.5667
18666,tamerville,50700,-1.45,49.5333
18667,saint michel de montjoie,50670,-1.03333,48.7333
18668,tourville sur sienne,50200,-1.55,49.05
18669,meautis,50500,-1.3,49.2833
18670,saint aubin de terregatte,50111,-1.3,48.5833
18671,laulne,50430,-1.46667,49.25
18672,le rozel,50340,-1.83333,49.4833
18673,gavray,50450,-1.35,48.9167
18674,lolif,50530,-1.38333,48.7333
18675,negreville,50260,-1.55,49.4833
18676,breuville,50260,-1.68333,49.5333
18677,saint germain des vaux,50440,-1.92054,49.7127
18678,pierreville,50340,-1.78333,49.4833
18679,le mesnil amand,50450,-1.36667,48.8833
18680,huisnes sur mer,50170,-1.45,48.6
18681,amfreville,50480,-1.38333,49.4167
18682,omonville la petite,50440,-1.88333,49.7
18683,troisgots,50420,-1.06667,49.0167
18684,periers,50190,-1.41667,49.1833
18685,la rochelle normande,50530,-1.43333,48.7667
18686,surville,50250,-1.65,49.2833
18687,morville,50700,-1.5,49.4833
18688,lieusaint,50700,-1.46667,49.4667
18689,montpinchon,50210,-1.31667,49.0167
18690,saint gilles,50180,-1.16667,49.1
18691,montmartin en graignes,50620,-1.15,49.2833
18692,monthuchon,50200,-1.41667,49.0833
18693,querqueville,50460,-1.7,49.6667
18694,valcanville,50760,-1.31667,49.6333
18695,clitourps,50330,-1.36667,49.65
18696,saint james,50240,-1.31667,48.5333
18697,villedieu les poeles,50800,-1.21667,48.8333
18698,saint hilaire du harcouet,50600,-1.1,48.5833
18699,fontenay,50140,-1.01667,48.6167
18700,moulines,50600,-1.03333,48.5417
18701,sortosville,50310,-1.43333,49.4833
18702,doville,50250,-1.53333,49.3333
18703,le mesnillard,50600,-1.08333,48.6333
18704,les loges sur brecey,50370,-1.16667,48.7667
18705,hardinvast,50690,-1.65,49.5833
18706,bolleville,50250,-1.56667,49.3
18707,boisyvon,50800,-1.13333,48.8
18708,gathemo,50150,-0.966667,48.7667
18709,les chambres,50320,-1.38333,48.7667
18710,saint sauveur le vicomte,50390,-1.53333,49.3833
18711,juvigny le tertre,50520,-1.01667,48.6833
18712,brectouville,50160,-1.01667,49.0167
18713,le chefresne,50410,-1.15,48.9
18714,saint denis le vetu,50210,-1.4,48.9833
18715,le neufbourg,50140,-0.95,48.65
18716,saint michel de la pierre,50490,-1.38333,49.1333
18717,bourguenolles,50800,-1.3,48.8
18718,barfleur,50760,-1.25,49.6667
18719,saint fromond,50620,-1.1,49.2167
18720,longueville,50290,-1.55,48.85
18721,gieville,50160,-0.983333,49.0167
18722,cherbourg octeville,50100-50130,-1.65,49.65
18723,roncey,50210,-1.33333,48.9833
18724,vauville,50440,0.153612,49.6376
18725,saint georges de rouelley,50720,-0.77024,48.6029
18726,la colombe,50800,-1.18333,48.8667
18727,martinvast,50690,-1.66667,49.6
18728,virandeville,50690,-1.75,49.5667
18729,neuville en beaumont,50250,-1.6,49.35
18730,coigny,50250,-1.38333,49.3167
18731,saint christophe du foc,50340,-1.75,49.55
18732,quettetot,50260,-1.66667,49.4833
18733,helleville,50340,-1.78333,49.55
18734,tonneville,50460,-1.71667,49.6333
18735,biniville,50390,-1.48333,49.4333
18736,houtteville,50250,-1.36667,49.3333
18737,fresville,50310,-1.35,49.4333
18738,pontaubault,50220,-1.35,48.6333
18739,benoitville,50340,-1.78333,49.5333
18740,varenguebec,50250,-1.5,49.3333
18741,saint pierre de semilly,50810,-1,49.1167
18742,saint vaast la hougue,50550,-1.26667,49.6
18743,saint lo,50000,-1.08333,49.1167
18744,chef du pont,50480,-1.33333,49.3833
18745,rampan,50000,-1.15,49.1333
18746,barneville carteret,50270,0.247223,49.3812
18747,cambernon,50200,-1.38333,49.0833
18748,fontenay sur mer,50310,-1.31667,49.4833
18749,saint romphaire,50750,-1.1,49.0333
18750,le dezert,50620,-1.16667,49.2
18751,le mesnil amey,50570,-1.2,49.1
18752,les cheris,50220,-1.25,48.6333
18753,savigny le vieux,50640,-1.05,48.5167
18754,saussemesnil,50700,-1.46667,49.5667
18755,notre dame de cenilly,50210,-1.25,49
18756,champeaux,50530,-1.53333,48.7333
18757,ponts,50300,-1.35,48.7
18758,saint aubin du perron,50490,-1.36667,49.15
18759,rauville la place,50390,-1.5,49.3833
18760,theville,50330,-1.41667,49.65
18761,barenton,50720,-0.833333,48.6
18762,soulles,50750,-1.18333,49.0167
18763,marcey les greves,50300,-1.38333,48.7
18764,saint pair sur mer,50380,-1.56667,48.8167
18765,canville la rocque,50580,-1.63333,49.35
18766,hemevez,50700,-1.43333,49.4667
18767,etienville,50360,-1.41667,49.3833
18768,le plessis lastelle,50250,0.573612,49.2812
18769,marigny,50570,-1.25,49.1
18770,lessay,50430,-1.53333,49.2167
18771,saint cyr,50310,-1.41667,49.4833
18772,saint germain d elle,50810,-0.916667,49.1167
18773,beuzeville la bastille,50360,-1.36667,49.35
18774,montsurvent,50200,-1.5,49.1167
18775,gatteville le phare,50760,-1.28333,49.6833
18776,bion,50140,-0.916667,48.6167
18777,la gohanniere,50300,-1.25,48.7
18778,pont hebert,50880,-1.13333,49.1667
18779,ozeville,50310,-1.33333,49.5
18780,sainte marie du bois,50640,-0.9,48.5667
18781,precey,50220,-1.38333,48.6
18782,auderville,50440,-1.93104,49.7136
18783,reffuveille,50520,-1.11667,48.6667
18784,ducey,50220,-1.3,48.6167
18785,brouains,50150,-0.967778,48.7214
18786,domjean,50420,-1.03333,48.9833
18787,varouville,50330,-1.36667,49.6667
18788,le vicel,50760,-1.31667,49.6333
18789,urville,50700,-1.43333,49.45
18790,romagny,50140,-0.966667,48.65
18791,argouges,50240,-1.4,48.5
18792,valognes,50700,-1.46667,49.5167
18793,greville hague,50440,-1.8,49.6667
18794,creances,50710,-1.56667,49.2
18795,rethoville,50330,-1.35,49.7
18796,sourdeval les bois,50450,-1.26667,48.9167
18797,vengeons,50150,-0.916667,48.75
18798,gratot,50200,-1.48333,49.0667
18799,le mesnil,50580,-1.69167,49.3667
18800,canisy,50860,-1.16667,49.0833
18801,montebourg,50310,-1.38333,49.4833
18802,yvetot bocage,50700,-1.5,49.4833
18803,saint jean de la haize,50300,-1.36667,48.7
18804,baubigny,50270,-1.8,49.4333
18805,saint clair sur l elle,50680,-1.03333,49.2
18806,la haye pesnel,50320,-1.4,48.8
18807,sourdeval,50150,-0.933333,48.7333
18808,rouxeville,50810,-0.95,49.1
18809,anneville en saire,50760,-1.28333,49.6333
18810,auxais,50500,-1.28333,49.2167
18811,tocqueville,50330,-1.33333,49.6667
18812,rocheville,50260,-1.6,49.5
18813,ver,50450,-1.38333,48.9
18814,ecoqueneauville,50480,-1.28333,49.4
18815,isigny le buat,50540,-1.16667,48.6167
18816,octeville l avenel,50630,0.645834,49.5437
18817,les pieux,50340,-1.8,49.5167
18818,ancteville,50200,-1.48333,49.1
18819,montgardon,50250,-1.56667,49.2833
18820,saint jores,50250,-1.41667,49.3
18821,pirou,50770,-1.58333,49.1833
18822,saint sauveur la pommeraye,50510,-1.45,48.85
18823,cretteville,50250,-1.38333,49.35
18824,digulleville,50440,-1.86667,49.7
18825,la meurdraquiere,50510,-1.4,48.85
18826,carneville,50330,-1.45,49.6667
18827,bricquebec,50260,-1.63333,49.4667
18828,saint amand,50160,-0.966667,49.05
18829,crollon,50220,-1.38333,48.5833
18830,le mont saint michel,50170,0.489723,48.6359
18831,les veys,50500,-1.15,49.3167
18832,gonfreville,50190,-1.4,49.2333
18833,servon,50170,-1.41667,48.6
18834,denneville,50580,-1.65,49.3167
18835,sainteny,50500,-1.31667,49.2333
18836,la godefroy,50300,-1.3,48.6833
18837,beuzeville au plain,50480,-1.3,49.4333
18838,herenguerville,50660,-1.5,48.9833
18839,saint germain de varreville,50480,-1.25,49.4333
18840,bricqueville la blouette,50200,-1.48333,49.0333
18841,saint planchers,50400,-1.51667,48.8167
18842,gouvets,50420,-1.1,48.9333
18843,trelly,50660,-1.43333,48.9667
18844,regneville sur mer,50590,-1.55,49.0167
18845,graignes mesnil angot,50620,-1.2,49.25
18846,tribehou,50620,-1.23333,49.2167
18847,vesly,50430,-1.5,49.25
18848,villebaudon,50410,-1.16667,48.9667
18849,le mesnil rainfray,50520,-1.05,48.6667
18850,quineville,50310,-1.3,49.5167
18851,sartilly,50530,-1.45,48.75
18852,dragey ronthon,50530,0.502779,48.7117
18853,saint sauveur lendelin,50490,-1.41667,49.1333
18854,beuvrigny,50420,-1,48.9667
18855,carantilly,50570,-1.23333,49.0667
18856,le mesnil adelee,50520,-1.06667,48.7
18857,le vretot,50260,-1.71667,49.45
18858,geffosses,50560,-1.55,49.1333
18859,bieville,50160,-0.883333,49.0833
18860,la lucerne d outremer,50320,-1.43333,48.7833
18861,lamberville,50160,-0.9,49.0833
18862,siouville hague,50340,0.160557,49.5581
18863,gourfaleur,50750,-1.11667,49.0833
18864,appeville,50500,-1.33333,49.3167
18865,le hommet d arthenay,50620,-1.18333,49.1833
18866,orval,50660,-1.46667,49.0167
18867,montviron,50530,-1.41667,48.7333
18868,montcuit,50490,-1.33333,49.1167
18869,nay,50190,-1.36667,49.2333
18870,guehebert,50210,0.626668,48.97
18871,tessy sur vire,50420,-1.06667,48.9667
18872,la vendelee,50200,-1.46667,49.0833
18873,le lorey,50570,-1.3,49.1
18874,montrabot,50810,-0.883333,49.1167
18875,blainville sur mer,50560,-1.58333,49.0667
18876,montabot,50410,-1.11667,48.9333
18877,la chapelle en juger,50570,-1.21667,49.1333
18878,hauteville la guichard,50570,0.698057,49.1264
18879,montchaton,50660,-1.5,49.0167
18880,la ronde haye,50490,-1.45,49.1333
18881,saint georges montcocq,50000,-1.08333,49.1333
18882,hautteville bocage,50390,-1.46667,49.4333
18883,villiers fossard,50680,-1.06667,49.1667
18884,torigni sur vire,50160,-0.983333,49.0333
18885,le theil,50330,0.527779,49.6092
18886,servigny,50200,-1.46667,49.1
18887,saint remy des landes,50580,-1.63333,49.2833
18888,canteloup,50330,0.647779,49.6456
18889,la baleine,50450,-1.31667,48.9167
18890,gouville sur mer,50560,-1.58333,49.1
18891,gorges,50190,-1.4,49.2667
18892,saint maurice en cotentin,50270,-1.7,49.3833
18893,poilley,50220,-1.31667,48.6167
18894,le mesnilbus,50490,-1.35,49.1333
18895,sainte croix hague,50440,-1.76667,49.6333
18896,saint georges de bohon,50500,-1.25,49.25
18897,maupertuis,50410,-1.2,48.95
18898,la luzerne,50680,-1.05,49.1333
18899,sotteville,50340,-1.75,49.5333
18900,parigny,50600,-1.08333,48.6
18901,beauchamps,50320,-1.36667,48.8333
18902,houesville,50480,-1.28333,49.35
18903,la bazoge,50520,-1.03333,48.65
18904,sainte genevieve,50760,-1.31667,49.65
18905,quibou,50750,-1.2,49.0667
18906,juilley,50220,-1.35,48.6
18907,ceaux,50220,-1.38333,48.6333
18908,le luot,50870,-1.31667,48.75
18909,camprond,50210,-1.35,49.0833
18910,macey,50170,-1.43333,48.5667
18911,cherence le roussel,50520,-1.01667,48.7
18912,brucheville,50480,-1.2,49.3667
18913,cerisy la salle,50210,-1.28333,49.0333
18914,saussey,50200,-1.43333,49.0167
18915,millieres,50190,-1.46667,49.1833
18916,urville nacqueville,50460,-1.73333,49.6833
18917,la haye du puits,50250,-1.55,49.3
18918,pontorson,50170,-1.51667,48.55
18919,airel,50680,-1.08333,49.2167
18920,acqueville,50440,-1.75,49.6083
18921,sainte cecile,50800,-1.18333,48.8333
18922,carquebut,50480,-1.33333,49.3667
18923,agneaux,50180,-1.1,49.1167
18924,reville,50760,-1.25,49.6167
18925,portbail,50580,-1.7,49.3333
18926,la glacerie,50470,-1.56667,49.6
18927,saint vigor des monts,50420,-1.08333,48.9167
18928,vierville,50480,-1.25,49.3667
18929,vains,50300,-1.41667,48.6833
18930,saint martin des champs,50300,-1.33333,48.6667
18931,le mesnil au val,50110,-1.53333,49.6
18932,beaumont hague,50440,-1.85,49.6667
18933,cerences,50510,-1.43333,48.9167
18934,orglandes,50390,-1.45,49.4167
18935,le val saint pere,50300,-1.35,48.6667
18936,saint come du mont,50500,-1.26667,49.3333
18937,blosville,50480,-1.28333,49.3667
18938,hebecrevon,50180,-1.16667,49.1333
18939,saint pierre de coutances,50200,0.550834,49.0359
18940,vessey,50170,-1.43333,48.5167
18941,saint martin d audouville,50310,-1.33333,49.5333
18942,saint jacques de nehou,50390,-1.61667,49.4167
18943,le guislain,50410,-1.23333,48.9667
18944,boutteville,50480,-1.25,49.3833
18945,le mesnil opac,50860,-1.1,49.0167
18946,saint pierre d artheglise,50270,-1.68333,49.4167
18947,quettreville sur sienne,50660,-1.46667,48.9667
18948,precorbin,50810,-0.95,49.0833
18949,hudimesnil,50510,-1.48333,48.8667
18950,le mesnil rouxelin,50000,-1.08333,49.15
18951,gonneville,50330,-1.46667,49.6333
18952,notre dame d elle,50810,-0.966667,49.1167
18953,gourbesville,50480,-1.41667,49.4167
18954,nouainville,50690,-1.68333,49.6167
18955,cherence le heron,50800,0.803334,48.802
18956,brix,50700,-1.58333,49.55
18957,nicorps,50200,-1.41667,49.0333
18958,lingeard,50670,-1.03333,48.7333
18959,angoville au plain,50480,-1.25,49.35
18960,martigny,50600,-1.11667,48.6167
18961,le teilleul,50640,-0.883333,48.55
18962,couville,50690,-1.68333,49.55
18963,saint germain sur ay,50430,-1.6,49.2333
18964,saint symphorien des monts,50640,-1,48.55
18965,beauvoir,50170,-1.5,48.6
18966,remilly sur lozon,50570,-1.25,49.1833
18967,saint senier sous avranches,50300,-1.33333,48.6833
18968,maupertus sur mer,50330,-1.48333,49.6667
18969,villiers le pre,50240,-1.4,48.55
18970,le mesnil aubert,50510,-1.41667,48.95
18971,grimesnil,50450,-1.35,48.95
18972,le loreur,50510,-1.43333,48.8667
18973,montfarville,50760,-1.26667,49.65
18974,vergoncey,50240,-1.4,48.5667
18975,audouville la hubert,50480,-1.23333,49.4167
18976,fermanville,50840,-1.45,49.6833
18977,saint maur des bois,50800,-1.15,48.8167
18978,bouzy,51150,4.15,49.0833
18979,maisons en champagne,51300,4.5,48.75
18980,vincelles,51700,3.65,49.1
18981,bignicourt sur saulx,51340,4.78333,48.7667
18982,etrechy,51130,3.95,48.8833
18983,fagnieres,51510,4.31667,48.9667
18984,montbre,51500,4.03333,49.1833
18985,saint martin aux champs,51240,4.48333,48.8167
18986,boissy le repos,51210,3.65,48.85
18987,humbauville,51320,4.41667,48.6667
18988,trois puits,51500,4.03333,49.2
18989,remicourt,51330,4.88333,48.95
18990,saint brice courcelles,51370,3.98584,49.2614
18991,ludes,51500,4.08333,49.15
18992,montigny sur vesle,51140,3.8,49.3167
18993,sermiers,51500,3.98333,49.15
18994,villers franqueux,51220,3.93333,49.3333
18995,bannes,51230,3.91667,48.8
18996,sillery,51500,4.13333,49.2
18997,villers le chateau,51510,4.26667,48.95
18998,braux sainte cohiere,51800,4.83333,49.0833
18999,aulnay l aitre,51240,4.56667,48.8333
19000,sogny en l angle,51340,4.8,48.8167
19001,bazancourt,51110,4.16667,49.3667
19002,voipreux,51130,4.03333,48.9
19003,courtemont,51800,4.78333,49.1333
19004,giffaumont champaubert,51290,4.75306,48.555
19005,chantemerle,51260,3.65945,48.6123
19006,sacy,51500,3.95,49.2
19007,betheny,51450,4.05,49.2833
19008,saint mard les rouffy,51130,4.11667,48.95
19009,nuisement sur coole,51240,4.3,48.8833
19010,charmont,51330,4.86667,48.8833
19011,le vezier,51210,3.46667,48.8
19012,congy,51270,3.83333,48.8667
19013,magneux,51170,3.72111,49.3064
19014,francheville,51240,4.53333,48.9
19015,les charmontois,51330,5,48.9667
19016,ecury sur coole,51240,4.33333,48.9
19017,dampierre sur moivre,51240,4.55,48.9
19018,bannay,51270,3.73333,48.8667
19019,vassimont et chapelaine,51320,4.15,48.7667
19020,la chaussee sur marne,51240,4.51667,48.8333
19021,vitry en perthois,51300,4.61667,48.75
19022,allemant,51120,3.8,48.7667
19023,chatelraould saint louvent,51300,4.55,48.6833
19024,barbonne fayel,51120,3.7,48.65
19025,chaumuzy,51170,3.86667,49.1667
19026,queudes,51120,3.76667,48.65
19027,montgenost,51260,3.6,48.6
19028,mancy,51200,3.93333,48.9833
19029,saint ouen domprot,51320,4.40834,48.6092
19030,outines,51290,4.65,48.55
19031,vanault les dames,51340,4.76667,48.85
19032,morsains,51210,3.53333,48.8
19033,chambrecy,51170,3.81667,49.1667
19034,pouillon,51220,3.95,49.3167
19035,pourcy,51480,3.91667,49.15
19036,marolles,51300,4.63333,48.7167
19037,cormoyeux,51480,3.91667,49.1
19038,drouilly,51300,4.51667,48.7667
19039,somme vesle,51460,4.58333,48.9833
19040,trois fontaines l abbaye,51340,4.94945,48.7178
19041,sommepy tahure,51600,4.55,49.25
19042,corfelix,51210,3.7,48.8333
19043,vert toulon,51130,3.91167,48.8442
19044,reims,51100,4.03333,49.25
19045,epernay,51200,3.95,49.05
19046,somme bionne,51800,4.73333,49.1
19047,dommartin sous hans,51800,4.78333,49.1167
19048,coolus,51510,4.35,48.9167
19049,le mesnil sur oger,51190,4.01667,48.95
19050,braux saint remy,51800,4.86667,49.0167
19051,pargny les reims,51390,3.91667,49.2167
19052,cuperly,51400,4.43333,49.0667
19053,brouillet,51170,3.73333,49.2167
19054,breuvery sur coole,51240,4.31667,48.8667
19055,montmirail,51210,3.53333,48.8667
19056,saint masmes,51490,4.26667,49.3167
19057,vouillers,51340,4.83333,48.6833
19058,cuchery,51480,3.81667,49.1333
19059,sogny aux moulins,51520,4.4,48.9
19060,rouvroy ripont,51800,4.73333,49.2167
19061,ognes,51230,3.9,48.7
19062,vandieres,51700,3.7375,49.1078
19063,ecueil,51500,3.95,49.1833
19064,mareuil sur ay,51160,4.03333,49.05
19065,la caure,51270,3.78333,48.9167
19066,moussy,51200,3.91667,49.0167
19067,pontfaverger moronvilliers,51490,4.31945,49.2967
19068,pevy,51140,3.83333,49.3167
19069,thibie,51510,4.21667,48.9333
19070,breban,51320,4.4,48.5833
19071,arrigny,51290,4.71667,48.6167
19072,granges sur aube,51260,3.85,48.5833
19073,dampierre le chateau,51330,4.8,49
19074,val de vesle,51360,4.22223,49.175
19075,courtisols,51460,4.51667,48.9833
19076,montepreux,51320,4.13333,48.7167
19077,baconnes,51400,4.33333,49.1667
19078,marcilly sur seine,51260,3.7,48.5667
19079,ecury le repos,51230,4.03333,48.8
19080,le meix saint epoing,51120,3.65,48.7
19081,la cheppe,51600,4.5,49.05
19082,nesle la reposte,51120,3.55,48.6333
19083,lignon,51290,4.53333,48.5833
19084,potangis,51260,3.65,48.5833
19085,norrois,51300,4.61667,48.6667
19086,olizy,51700,3.75833,49.15
19087,saint martin sur le pre,51520,4.33333,48.9833
19088,hans,51800,4.75,49.1167
19089,somme suippe,51600,4.58333,49.1167
19090,trepail,51380,4.18333,49.1
19091,sainte gemme,51700,3.66667,49.15
19092,villers allerand,51500,4.01667,49.1667
19093,heiltz l eveque,51340,4.75,48.7833
19094,ferebrianges,51270,3.85,48.8667
19095,sarcy,51170,3.81667,49.2
19096,loisy sur marne,51300,4.55,48.7667
19097,vandeuil,51140,3.78333,49.2833
19098,matignicourt goncourt,51300,4.68333,48.6833
19099,bligny,51170,3.86667,49.1833
19100,saint etienne sur suippe,51110,4.1,49.3833
19101,puisieulx,51500,4.11667,49.1833
19102,aumenancourt,51110,4.06861,49.3848
19103,passavant en argonne,51800,5,49.0167
19104,serzy et prin,51170,3.76667,49.25
19105,vauchamps,51210,3.61667,48.8833
19106,champlat et boujacourt,51480,3.83333,49.15
19107,matougues,51510,4.25,48.9833
19108,vouzy,51130,4.1,48.9167
19109,hermonville,51220,3.9,49.3333
19110,saint saturnin,51260,3.9,48.6167
19111,mourmelon le grand,51400,4.36667,49.1333
19112,muizon,51140,3.88333,49.2667
19113,la chapelle lasson,51260,3.83333,48.6333
19114,vitry le francois,51300,4.58333,48.7333
19115,dommartin varimont,51330,4.78223,48.9781
19116,fontaine en dormois,51800,4.71667,49.2333
19117,saint imoges,51160,3.96667,49.1
19118,sept saulx,51400,4.25,49.15
19119,ablancourt,51240,4.53333,48.8167
19120,moeurs verdey,51120,3.67806,48.7273
19121,vaudemange,51380,4.21667,49.0833
19122,elise daucourt,51800,4.86695,49.0459
19123,epense,51330,4.83333,48.9667
19124,clamanges,51130,4.08333,48.8333
19125,ormes,51370,3.95,49.2333
19126,blesme,51340,4.78333,48.7333
19127,bouy,51400,4.35,49.0833
19128,saint lumier la populeuse,51340,4.8,48.7333
19129,chaudefontaine,51800,4.86667,49.1
19130,la noue,51310,3.61056,48.7431
19131,vienne la ville,51800,4.85,49.1667
19132,saint loup,51120,3.81667,48.7333
19133,saint gilles,51170,3.68333,49.2833
19134,marsangis,51260,3.83333,48.6
19135,baudement,51260,3.78333,48.5833
19136,cumieres,51480,3.93333,49.0667
19137,ambonnay,51150,4.16667,49.0667
19138,saint quentin les marais,51300,4.65,48.7833
19139,chalons en champagne,51000,4.36667,48.9583
19140,binarville,51800,4.9,49.2333
19141,la ville sous orbais,51270,3.68333,48.9667
19142,saint jean devant possesse,51330,4.8,48.8833
19143,merfy,51220,3.95,49.3
19144,la celle sous chantemerle,51260,3.68333,48.6167
19145,bisseuil,51150,4.08333,49.05
19146,la chapelle felcourt,51800,4.76667,49.05
19147,villeneuve la lionne,51310,3.45,48.7667
19148,esternay,51310,3.56667,48.7333
19149,merlaut,51300,4.66667,48.7667
19150,blaise sous arzillieres,51300,4.58333,48.6667
19151,trecon,51130,4.08333,48.8667
19152,thil,51220,3.96667,49.3167
19153,lagery,51170,3.75,49.2
19154,courcy,51220,4,49.3167
19155,moslins,51200,3.93333,48.9667
19156,cormicy,51220,3.9,49.3667
19157,branscourt,51140,3.81667,49.2667
19158,romigny,51170,3.76667,49.1667
19159,maffrecourt,51800,4.81667,49.1167
19160,cherville,51150,4.16667,49.0167
19161,tilloy et bellay,51460,4.61667,49
19162,saint martin d ablois,51200,3.86667,49
19163,sarry,51520,4.4,48.9167
19164,mareuil en brie,51270,3.75,48.95
19165,les mesneux,51370,3.96667,49.2167
19166,orbais l abbaye,51270,3.69861,48.95
19167,drosnay,51290,4.61667,48.5833
19168,arcis le ponsart,51170,3.7,49.2333
19169,l epine,51460,4.46667,48.9833
